property_id,propertyUrl,City,Zipcode,latitude,longitude,type,guests,pricePerNight,overallRating,googleMapsUrl
9.43368E+17,https://www.airbnb.com/rooms/943368009771633655,Riyadh,13338,24.88874,46.60443,Studio,3,$99,5,"https://www.google.com/maps/search/24.88874+46.60443/@24.88874,46.60443,17z"
8.86633E+17,https://www.airbnb.com/rooms/886632863446027776,Diriyah,12572,24.75433,46.57909,Apartment,4,$80,4.33,"https://www.google.com/maps/search/24.75433+46.57909/@24.75433,46.57909,17z"
1.05547E+18,https://www.airbnb.com/rooms/1055471808218112284,Riyadh,13248,24.8287,46.7357,Studio,2,$120,4.86,"https://www.google.com/maps/search/24.8287+46.7357/@24.8287,46.7357,17z"
1.04537E+18,https://www.airbnb.com/rooms/1045366018756328381,Riyadh,11537,24.771,46.6918,Apartment,3,$88,5,"https://www.google.com/maps/search/24.771+46.6918/@24.771,46.6918,17z"
9.53396E+17,https://www.airbnb.com/rooms/953396143359331547,Riyadh,13214,24.7511,46.7543,Studio,2,$80,4.67,"https://www.google.com/maps/search/24.7511+46.7543/@24.7511,46.7543,17z"
1.21881E+18,https://www.airbnb.com/rooms/1218808795981278721,Riyadh,13313,24.80372,46.70527,Studio,2,$66,4.5,"https://www.google.com/maps/search/24.80372+46.70527/@24.80372,46.70527,17z"
1.15924E+18,https://www.airbnb.com/rooms/1159239699057694674,Riyadh,12471,24.75711,46.70437,Studio,2,$120,3.83,"https://www.google.com/maps/search/24.75711+46.70437/@24.75711,46.70437,17z"
1.2338E+18,https://www.airbnb.com/rooms/1233800877164103613,Riyadh,13521,24.7884,46.61538,Apartment,2,$128,5,"https://www.google.com/maps/search/24.7884+46.61538/@24.7884,46.61538,17z"
1.01938E+18,https://www.airbnb.com/rooms/1019382051658456589,Riyadh,11537,24.77274,46.69507,Apartment,3,$80,3.83,"https://www.google.com/maps/search/24.77274+46.69507/@24.77274,46.69507,17z"
1.05973E+18,https://www.airbnb.com/rooms/1059731648687479683,Riyadh,13246,24.8267,46.7614,Studio,2,$75,4.5,"https://www.google.com/maps/search/24.8267+46.7614/@24.8267,46.7614,17z"
1.01375E+18,https://www.airbnb.com/rooms/1013754877601528538,Riyadh,13322,24.8248,46.6333,Apartment,3,$120,4.83,"https://www.google.com/maps/search/24.8248+46.6333/@24.8248,46.6333,17z"
6.20834E+17,https://www.airbnb.com/rooms/620834358829026972,Riyadh,13244,24.80109,46.72967,Apartment,2,$139,5,"https://www.google.com/maps/search/24.80109+46.72967/@24.80109,46.72967,17z"
1.03976E+18,https://www.airbnb.com/rooms/1039760683356976024,Riyadh,12283,24.7647,46.6666,Studio,2,$67,4.33,"https://www.google.com/maps/search/24.7647+46.6666/@24.7647,46.6666,17z"
1.1783E+18,https://www.airbnb.com/rooms/1178303038593639991,الرياض,14928,24.57319,46.54332,Apartment,3,$78,5,"https://www.google.com/maps/search/24.57319+46.54332/@24.57319,46.54332,17z"
1.00072E+18,https://www.airbnb.com/rooms/1000718124032617201,Riyadh,13313,24.793,46.6971,Other,6,$21,4.14,"https://www.google.com/maps/search/24.793+46.6971/@24.793,46.6971,17z"
1.328E+18,https://www.airbnb.com/rooms/1328002276398322940,Riyadh,14215,24.69534,46.77712,Room,4,$93,5,"https://www.google.com/maps/search/24.69534+46.77712/@24.69534,46.77712,17z"
1.2559E+18,https://www.airbnb.com/rooms/1255896683119728726,Riyadh,13524,24.8,46.619,Studio,2,$55,4.89,"https://www.google.com/maps/search/24.8+46.619/@24.8,46.619,17z"
8.95712E+17,https://www.airbnb.com/rooms/895711961450650852,Riyadh,13315,24.78361,46.64657,Studio,2,$132,4.57,"https://www.google.com/maps/search/24.78361+46.64657/@24.78361,46.64657,17z"
6.19243E+17,https://www.airbnb.com/rooms/619242700299421298,Riyadh,13248,24.8298,46.7422,Apartment,4,$107,4.67,"https://www.google.com/maps/search/24.8298+46.7422/@24.8298,46.7422,17z"
9.73254E+17,https://www.airbnb.com/rooms/973254118641241771,Riyadh,13323,24.8262,46.6822,Studio,2,$90,4.83,"https://www.google.com/maps/search/24.8262+46.6822/@24.8262,46.6822,17z"
1.01669E+18,https://www.airbnb.com/rooms/1016690672333170558,Riyadh,13311,24.77839,46.66118,Apartment,3,$83,4.83,"https://www.google.com/maps/search/24.77839+46.66118/@24.77839,46.66118,17z"
1.21739E+18,https://www.airbnb.com/rooms/1217386634199965057,الرياض,13248,24.82982,46.73744,Studio,2,$117,5,"https://www.google.com/maps/search/24.82982+46.73744/@24.82982,46.73744,17z"
